domain,company_name,health_score,verdict,sector,total_signals,it_infrastructure_score,it_infrastructure_tier,it_infrastructure_budget,it_infrastructure_signals,engineering_product_score,engineering_product_tier,engineering_signals,sales_marketing_score,sales_marketing_tier,sales_marketing_signals,legal_compliance_score,legal_compliance_tier,legal_signals,hr_hiring_score,hr_hiring_signals,finance_revops_score,telecom_remote_score,corporate_dev_score,last_checked,trace_url
intermap.com,Intermap Technologies Corp,83,actively_hiring,general,20,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Business Email Provider | Enterprise Email Platform,93,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=intermap.com
medmix.com,Medmix,83,actively_hiring,general,20,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider | Enterprise Email Platform,93,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=medmix.com
botpress.com,Botpress Technologies Inc.,83,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,74,Growth,Public Status Page Active,96,Enterprise,IPO Signal (External Intel) | Active Advertising | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=botpress.com
usa.visa.com,Visa Inc,83,at_risk,general,20,82,Enterprise,Active,Modern CDN | Web Application Firewall,87,Enterprise,App Recently Updated,75,Enterprise,Government Contracts (USAspending),85,Enterprise,Active H-1B Filer,95,Excellent Job Quality | Active Job Board | Healthy Description Quality,,,,2026-03-25,https://www.thesubspace.io/trace?domain=usa.visa.com
mia.inc,Mia Labs,83,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,50,Growth,—,98,Enterprise,Heavy Ad Spend | Recent Funding (External Intel) | Funding Velocity | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=mia.inc
geoforce.com,Geoforce,83,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Heavy Ad Spend | Premium SaaS Stack | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=geoforce.com
quicknode.com,Quicknode,83,at_risk,fintech,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Recent Funding (External Intel) | Enterprise Analytics Stack | Funding Velocity,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=quicknode.com
collective.com,Collective,83,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,99,Enterprise,ATS Integration Verified | Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=collective.com
rallyuxr.com,Rallyuxr,83,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Actively Shipping | Moderate Infrastructure Footprint,100,Enterprise,Premium SaaS Stack | Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=rallyuxr.com
partiful.com,Partiful,83,at_risk,general,14,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,82,Enterprise,App Recently Updated,100,Enterprise,IPO Signal (External Intel) | Active Advertising | Growth Analytics Stack,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=partiful.com
learnworlds.com,LearnWorlds,83,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,Rich Internal Infrastructure | App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | SSO Infrastructure Detected,100,Enterprise,Premium SaaS Stack | Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=learnworlds.com
usepylon.com,Pylon Labs,83,at_risk,general,18,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,99,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=usepylon.com
csdisco.com,CS Disco Inc,83,at_risk,general,20,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,99,Enterprise,Rich Internal Infrastructure | Actively Shipping | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=csdisco.com
wonderfold.com,WONDERFOLD,83,at_risk,general,16,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,50,Growth,—,96,Enterprise,IPO Signal (External Intel) | Active Advertising | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=wonderfold.com
mapbox.com,Mapbox,83,at_risk,cloud_infra,20,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=mapbox.com
contentsquare.com,Contentsquare,83,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Premium SaaS Stack | Enterprise Analytics Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=contentsquare.com
plain.com,Plain,83,at_risk,general,15,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider,99,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=plain.com
abridge.com,Abridge AI,83,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Premium SaaS Stack | Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=abridge.com
stackone.com,Stackone,83,at_risk,general,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=stackone.com
jpx.co.jp,Japan Exchange Group Inc,83,actively_hiring,general,16,94,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine,50,Growth,—,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,100,2026-03-25,https://www.thesubspace.io/trace?domain=jpx.co.jp
joinhandshake.com,Handshake,83,at_risk,ecommerce,18,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Modern CDN,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Premium SaaS Stack | Enterprise Analytics Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=joinhandshake.com
usenash.com,Nash,83,at_risk,general,19,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,Rich Internal Infrastructure | App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | SSO Infrastructure Detected,100,Enterprise,Heavy Ad Spend | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=usenash.com
fubo.tv,FuboTV Inc,83,healthy,general,19,95,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Enterprise CDN/WAF,95,Enterprise,Rich Internal Infrastructure | App Recently Updated | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,ATS Integration Verified | Verified Vendor Spend | Trust Page Present,91,Salary Transparent | Active Job Board | Healthy Description Quality,,,,2026-03-25,https://www.thesubspace.io/trace?domain=fubo.tv
semgrep.dev,Semgrep,83,at_risk,cybersecurity,16,100,Enterprise,Active,DMARC Fully Enforced | Enterprise CDN/WAF | Verified SaaS Tooling | Business Email Provider,98,Enterprise,High Shipping Velocity | Moderate Infrastructure Footprint | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=semgrep.dev
ptscservices.com,DIGITYS,83,actively_hiring,general,20,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider | Enterprise Email Platform,93,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=ptscservices.com
drchrono.com,DrChrono,83,at_risk,general,17,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=drchrono.com
getsphere.com,Sphere,83,at_risk,general,18,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,86,Enterprise,IPO Signal (External Intel) | Rich Third-Party Integration,50,Growth,—,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=getsphere.com
govsignals.ai,Govsignals,83,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=govsignals.ai
jmbullion.com,JM Bullion,83,actively_hiring,general,19,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider | Enterprise Email Platform,92,Enterprise,App Recently Updated | SSO Infrastructure Detected | Moderate Infrastructure Footprint,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=jmbullion.com
opslevel.com,Opslevel,83,at_risk,general,18,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=opslevel.com
render.com,Render,83,at_risk,cloud_infra,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,App Recently Updated | Actively Shipping | Mature Engineering Infrastructure | SSO Infrastructure Detected | Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=render.com
jpmorganchase.com,JPMorgan Chase & Co,83,at_risk,general,15,73,Growth,Moderate,DMARC Fully Enforced | Verified SaaS Tooling | ⚠ Package Registry Stale,82,Enterprise,App Recently Updated,73,Growth,GitHub Activity,79,Enterprise,Active H-1B Filer,100,Good Job Quality,,,,2026-03-25,https://www.thesubspace.io/trace?domain=jpmorganchase.com
polarislogisticsgroup.com,Polaris Logistics Group,83,actively_hiring,general,21,88,Enterprise,Active,Mature Security Posture | Fast TTFB | Verified SaaS Tooling | HSTS Active,50,Growth,—,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,100,2026-03-25,https://www.thesubspace.io/trace?domain=polarislogisticsgroup.com
kalshi.com,Kalshi,83,at_risk,general,12,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,100,Enterprise,Recent Funding (External Intel) | Funding Velocity,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=kalshi.com
